fecha,importe_nominal,descripcion,CLASIFICACION,registro_id,descripcion_normalizada,es_sintetico,motivo,semana_inicio
2021-07-19,21.0,base 28 cm doble,BASES,1435,BASE 28 CM DOBLE,False,,2021-07-19
2021-07-19,45.0,soportes,DECORACION,1436,SOPORTES,False,,2021-07-19
2021-07-19,135.0,Transfer,DECORACION,1437,TRANSFER,False,,2021-07-19
2021-07-19,90.0,Easy pastel tres leches Vainilla,HARINA,1438,EASY PASTEL TRES LECHES VAINILLA,False,,2021-07-19
2021-07-19,50.0,Crema para batir ambiante 1 lt,AMBIANTE,1439,CREMA PARA BATIR AMBIANTE 1 LT,False,,2021-07-19
2021-07-19,55.0,Luneta mini m&m's,RELLENO,1440,LUNETA MINI M&M'S,False,,2021-07-19
2021-07-19,15.0,Domo ERA 2416-10M,EMPAQUE,1441,DOMO ERA 2416-10M,False,,2021-07-19
2021-07-19,50.0,Kiss Leche,CHOCOLATE,1442,KISS LECHE,False,,2021-07-19
2021-07-19,48.0,Domo mantecada 12 cavidades,EMPAQUE,1443,DOMO MANTECADA 12 CAVIDADES,False,,2021-07-19
2021-07-03,46.0,Chantilli,CHANTILLY,1444,CHANTILLI,False,,2021-06-28
2021-07-03,33.0,Puratos Satín,HARINA,1445,PURATOS SATIN,False,,2021-06-28
2021-07-03,15.0,Capacillos #73,CAPACILLOS,1446,CAPACILLOS #73,False,,2021-06-28
2021-07-03,12.5,Capacillos #72,CAPACILLOS,1447,CAPACILLOS #72,False,,2021-06-28
2021-06-24,25.0,Base,BASES,1448,BASE,False,,2021-06-21
2021-06-24,83.0,Foundant,FONDANT,1449,FOUNDANT,False,,2021-06-21
2021-06-17,35.0,Caja para cupcake,EMPAQUE,1450,CAJA PARA CUPCAKE,False,,2021-06-14
2021-06-03,45.0,Transfer,DECORACION,1451,TRANSFER,False,,2021-05-31
2021-06-03,15.0,Capacillos,CAPACILLOS,1452,CAPACILLOS,False,,2021-05-31
2021-05-22,83.0,Foundant,FONDANT,1453,FOUNDANT,False,,2021-05-17
2021-05-22,35.0,Caja para cupcake de 12 pz,EMPAQUE,1454,CAJA PARA CUPCAKE DE 12 PZ,False,,2021-05-17
2021-05-08,52.0,Chantilli,CHANTILLY,1455,CHANTILLI,False,,2021-05-03
2021-05-08,48.0,Caja para cupcake 6 pz,EMPAQUE,1456,CAJA PARA CUPCAKE 6 PZ,False,,2021-05-03
2021-03-08,39.0,Crema batida chantilli ASTURIAS,CHANTILLY,1457,CREMA BATIDA CHANTILLI ASTURIAS,False,,2021-03-08
2021-03-08,22.0,Confitier semiamargo TURIN,CHOCOLATE,1458,CONFITIER SEMIAMARGO TURIN,False,,2021-03-08
2021-03-08,25.0,Easy pastel tres leches Chocolate,HARINA,1459,EASY PASTEL TRES LECHES CHOCOLATE,False,,2021-03-08
2021-02-18,39.0,Chantilli,CHANTILLY,1460,CHANTILLI,False,,2021-02-15
2021-02-18,45.0,Capacillos,CAPACILLOS,1461,CAPACILLOS,False,,2021-02-15
2021-02-18,15.0,Domo ERA 2416-10M,EMPAQUE,1462,DOMO ERA 2416-10M,False,,2021-02-15
2021-02-18,10.0,Mangas,CONSUMIBLES,1463,MANGAS,False,,2021-02-15
2021-02-16,22.0,Base 40x40,BASES,1464,BASE 40X40,False,,2021-02-15
2021-02-16,83.0,Foundant,FONDANT,1465,FOUNDANT,False,,2021-02-15
2020-12-31,103.0,Harina Puratos Vainilla,HARINA,1466,HARINA PURATOS VAINILLA,False,,2020-12-28
2020-12-31,14.5,colorante gel,COLORANTES,1467,COLORANTE GEL,False,,2020-12-28
2020-12-31,27.5,vela feliz cumpleaños,OTROS,1468,VELA FELIZ CUMPLEANOS,False,,2020-12-28
2020-12-31,5.0,manga deshechable chica,CONSUMIBLES,1469,MANGA DESHECHABLE CHICA,False,,2020-12-28
2020-12-31,49.5,corvelux semiamargo,CHOCOLATE,1470,CORVELUX SEMIAMARGO,False,,2020-12-28
2020-12-31,46.0,Fresa Puratos,RELLENO,1471,FRESA PURATOS,False,,2020-12-28
2020-12-31,42.0,chantilli,CHANTILLY,1472,CHANTILLI,False,,2020-12-28
2020-12-19,15.0,Domo ERA 2416-10M,EMPAQUE,1473,DOMO ERA 2416-10M,False,,2020-12-14
2020-12-19,32.0,Domo mantecada 12 cavidades,EMPAQUE,1474,DOMO MANTECADA 12 CAVIDADES,False,,2020-12-14
2020-12-19,78.0,Crema batida chantilli ASTURIAS,CHANTILLY,1475,CREMA BATIDA CHANTILLI ASTURIAS,False,,2020-12-14
2020-12-19,40.0,relleno zarzamora puratos,RELLENO,1476,RELLENO ZARZAMORA PURATOS,False,,2020-12-14
2020-12-19,10.0,mangas,CONSUMIBLES,1477,MANGAS,False,,2020-12-14
2020-12-19,25.0,Tegral Satin Red Velvet Puratos,HARINA,1478,TEGRAL SATIN RED VELVET PURATOS,False,,2020-12-14
2020-12-19,34.0,caja capacillo 12,EMPAQUE,1479,CAJA CAPACILLO 12,False,,2020-12-14
2020-12-17,45.0,capacillos,CAPACILLOS,1480,CAPACILLOS,False,,2020-12-14
2020-12-17,17.5,confeti,DECORACION,1481,CONFETI,False,,2020-12-14
2020-12-17,83.0,Foundant,FONDANT,1482,FOUNDANT,False,,2020-12-14
2020-12-07,45.0,capacillo,CAPACILLOS,1483,CAPACILLO,False,,2020-12-07
2020-12-07,25.0,Tegral Satin Red Velvet Puratos,HARINA,1484,TEGRAL SATIN RED VELVET PURATOS,False,,2020-12-07
2020-12-07,12.5,Kiss Leche,CHOCOLATE,1485,KISS LECHE,False,,2020-12-07
2020-12-07,65.0,Nutella chica 350 grs,RELLENO,1486,NUTELLA CHICA 350 GRS,False,,2020-12-07
2020-12-07,39.0,Crema batida chantilli ASTURIAS,CHANTILLY,1487,CREMA BATIDA CHANTILLI ASTURIAS,False,,2020-12-07
2020-12-07,16.0,Domo mantecada 12 cavidades,EMPAQUE,1488,DOMO MANTECADA 12 CAVIDADES,False,,2020-12-07
2020-12-07,15.0,Domo ERA 2416-10M,EMPAQUE,1489,DOMO ERA 2416-10M,False,,2020-12-07
2020-12-07,10.0,Manga chica,CONSUMIBLES,1490,MANGA CHICA,False,,2020-12-07
2020-11-21,45.0,Transfer,DECORACION,1491,TRANSFER,False,,2020-11-16
2020-11-17,14.0,Transfer,DECORACION,1492,TRANSFER,False,,2020-11-16
2020-10-27,45.0,pegamento de fondant,DECORACION,1493,PEGAMENTO DE FONDANT,False,,2020-10-26
2020-10-27,10.0,mangas,CONSUMIBLES,1494,MANGAS,False,,2020-10-26
2020-10-27,83.0,Foundant,FONDANT,1495,FOUNDANT,False,,2020-10-26
2020-10-27,17.0,caja para cupcakes,EMPAQUE,1496,CAJA PARA CUPCAKES,False,,2020-10-26
2020-10-27,39.0,Crema batida chantilli ASTURIAS,CHANTILLY,1497,CREMA BATIDA CHANTILLI ASTURIAS,False,,2020-10-26
2020-10-25,26.0,Harina Puratos Vainilla,HARINA,1498,HARINA PURATOS VAINILLA,False,,2020-10-19
2020-10-25,46.0,Chantilli,CHANTILLY,1499,CHANTILLI,False,,2020-10-19
2020-10-18,48.8,Leche deslactosada,LECHE,1500,LECHE DESLACTOSADA,False,,2020-10-12
2020-10-18,30.0,Galleta Oreo,GALLETAS,1501,GALLETA OREO,False,,2020-10-12
2020-10-18,11.5,Au Q. Crema,RELLENO,1502,AU Q. CREMA,False,,2020-10-12
2020-10-18,29.5,Philly Qso,RELLENO,1503,PHILLY QSO,False,,2020-10-12
2020-10-13,46.0,Chantilli,CHANTILLY,1504,CHANTILLI,False,,2020-10-12
2020-10-13,26.0,Harina Puratos Vainilla,HARINA,1505,HARINA PURATOS VAINILLA,False,,2020-10-12
2020-10-13,31.0,Harina Puratos Chocolate,HARINA,1506,HARINA PURATOS CHOCOLATE,False,,2020-10-12
2020-10-07,40.0,bases para cupcakes,BASES,1507,BASES PARA CUPCAKES,False,,2020-10-05
2020-10-07,23.5,crema de coco,RELLENO,1508,CREMA DE COCO,False,,2020-10-05
2020-09-24,10.0,mangas chicas,CONSUMIBLES,1509,MANGAS CHICAS,False,,2020-09-21
2020-09-24,80.0,Foundant,FONDANT,1510,FOUNDANT,False,,2020-09-21
2020-09-24,45.0,Transfer,DECORACION,1511,TRANSFER,False,,2020-09-21
2020-09-24,10.5,base 28,BASES,1512,BASE 28,False,,2020-09-21
2020-07-21,14.0,domo para cupcake,EMPAQUE,1513,DOMO PARA CUPCAKE,False,,2020-07-20
2020-07-21,14.0,domo 25 cm,EMPAQUE,1514,DOMO 25 CM,False,,2020-07-20
2020-07-21,190.0,Foundant,FONDANT,1515,FOUNDANT,False,,2020-07-20
2020-06-11,33.5,harina choc,HARINA,1516,HARINA CHOC,False,,2020-06-08
2020-06-11,12.5,25 capacillos,CAPACILLOS,1517,25 CAPACILLOS,False,,2020-06-08
2020-06-11,21.5,granillo semiamargo turin,CHOCOLATE,1518,GRANILLO SEMIAMARGO TURIN,False,,2020-06-08
2020-06-11,50.0,ambiante,AMBIANTE,1519,AMBIANTE,False,,2020-06-08
2020-05-19,20.0,Diferencia contra lo cobrado,NO DEFINIDO,1520,DIFERENCIA CONTRA LO COBRADO,False,,2020-05-18
2020-05-19,55.0,Foundant,FONDANT,1521,FOUNDANT,False,,2020-05-18
2020-05-19,14.0,domo 25 cm,EMPAQUE,1522,DOMO 25 CM,False,,2020-05-18
2020-05-19,46.0,chantilli,CHANTILLY,1523,CHANTILLI,False,,2020-05-18
2020-05-19,65.0,Harina Puratos Vainilla,HARINA,1524,HARINA PURATOS VAINILLA,False,,2020-05-18
2020-04-17,187.0,Foundant,FONDANT,1525,FOUNDANT,False,,2020-04-13
2020-04-17,4.0,Blanda,NO DEFINIDO,1526,BLANDA,False,,2020-04-13
2020-04-17,102.0,Nutella,RELLENO,1527,NUTELLA,False,,2020-04-13
2020-04-17,109.0,base 26 cm,BASES,1528,BASE 26 CM,False,,2020-04-13
2020-04-17,10.0,manga deshechable,CONSUMIBLES,1529,MANGA DESHECHABLE,False,,2020-04-13
2020-04-17,94.0,purato,RELLENO,1530,PURATO,False,,2020-04-13
2019-09-24,6.0,coco rayado,DULCERIA,1531,COCO RAYADO,False,,2019-09-23
2019-09-24,40.0,domo 1/2 plancha,EMPAQUE,1532,DOMO 1/2 PLANCHA,False,,2019-09-23
2019-09-24,16.0,mangas med,CONSUMIBLES,1533,MANGAS MED,False,,2019-09-23
2019-09-24,11.0,domo 23 cm,EMPAQUE,1534,DOMO 23 CM,False,,2019-09-23
2019-09-24,103.0,Harina Puratos Vainilla,HARINA,1535,HARINA PURATOS VAINILLA,False,,2019-09-23
2019-09-24,62.5,Harina Puratos Chocolate,HARINA,1536,HARINA PURATOS CHOCOLATE,False,,2019-09-23
2019-09-24,18.0,capacillo,CAPACILLOS,1537,CAPACILLO,False,,2019-09-23
2019-09-24,8.5,base 23 cm,BASES,1538,BASE 23 CM,False,,2019-09-23
2019-09-24,49.5,manga zarzamora puratos,RELLENO,1539,MANGA ZARZAMORA PURATOS,False,,2019-09-23
2019-09-24,15.0,perla dorada,DECORACION,1540,PERLA DORADA,False,,2019-09-23
2019-09-24,7.0,Diferencia contra lo cobrado,NO DEFINIDO,1541,DIFERENCIA CONTRA LO COBRADO,False,,2019-09-23
2019-09-24,36.0,capacillo,CAPACILLOS,1542,CAPACILLO,False,,2019-09-23
2019-09-12,6.5,base 22 cm,BASES,1543,BASE 22 CM,False,,2019-09-09
2019-09-12,95.0,Foundant,FONDANT,1544,FOUNDANT,False,,2019-09-09
2019-09-12,40.0,domo 15-14,EMPAQUE,1545,DOMO 15-14,False,,2019-09-09
2019-09-12,11.0,domo 23 cm,EMPAQUE,1546,DOMO 23 CM,False,,2019-09-09
2019-09-12,125.0,Harina Puratos Chocolate,HARINA,1547,HARINA PURATOS CHOCOLATE,False,,2019-09-09
2019-09-12,78.0,chantilli,CHANTILLY,1548,CHANTILLI,False,,2019-09-09
2019-09-12,9.0,manga grande,CONSUMIBLES,1549,MANGA GRANDE,False,,2019-09-09
2019-09-12,25.0,capacillo decorado,CAPACILLOS,1550,CAPACILLO DECORADO,False,,2019-09-09
2019-09-12,51.5,Harina Puratos Vainilla,HARINA,1551,HARINA PURATOS VAINILLA,False,,2019-09-09
2019-09-12,17.5,Turin semiamargo,CHOCOLATE,1552,TURIN SEMIAMARGO,False,,2019-09-09
2019-06-22,17.5,Turin semiamargo,CHOCOLATE,1553,TURIN SEMIAMARGO,False,,2019-06-17
2019-06-22,28.5,confeti,DECORACION,1554,CONFETI,False,,2019-06-17
2019-06-22,49.5,manga zarzamora puratos,RELLENO,1555,MANGA ZARZAMORA PURATOS,False,,2019-06-17
2019-06-22,49.5,manga durazno puratos,RELLENO,1556,MANGA DURAZNO PURATOS,False,,2019-06-17
2019-06-19,10.0,mangas chicas,CONSUMIBLES,1557,MANGAS CHICAS,False,,2019-06-17
2019-06-19,164.0,chantilli 5 ,CHANTILLY,1558,CHANTILLI 5,False,,2019-06-17
2019-06-19,40.0,domo 15-14,EMPAQUE,1559,DOMO 15-14,False,,2019-06-17
2019-06-19,62.5,Harina Puratos Chocolate,HARINA,1560,HARINA PURATOS CHOCOLATE,False,,2019-06-17
2019-06-19,20.0,Cerezas,DULCERIA,1561,CEREZAS,False,,2019-06-17
2019-06-19,44.0,manga piña,RELLENO,1562,MANGA PINA,False,,2019-06-17
2019-06-19,103.0,Harina Puratos Vainilla,HARINA,1563,HARINA PURATOS VAINILLA,False,,2019-06-17
2019-06-19,23.5,Harina Rich vainilla,HARINA,1564,HARINA RICH VAINILLA,False,,2019-06-17
2019-01-24,5.5,Manga chica,CONSUMIBLES,1565,MANGA CHICA,False,,2019-01-21
2019-01-24,159.0,chantilli,CHANTILLY,1566,CHANTILLI,False,,2019-01-21
2019-01-24,40.0,domo 15-14,EMPAQUE,1567,DOMO 15-14,False,,2019-01-21
2019-01-24,23.0,domo 1/4 plancha,EMPAQUE,1568,DOMO 1/4 PLANCHA,False,,2019-01-21
2019-01-24,51.5,Harina Puratos Vainilla,HARINA,1569,HARINA PURATOS VAINILLA,False,,2019-01-21
2019-01-24,125.0,Harina Puratos Chocolate,HARINA,1570,HARINA PURATOS CHOCOLATE,False,,2019-01-21
2019-01-24,17.5,Turin semiamargo,CHOCOLATE,1571,TURIN SEMIAMARGO,False,,2019-01-21
2019-01-24,35.0,oblea frozen,DECORACION,1572,OBLEA FROZEN,False,,2019-01-21
2019-01-24,23.0,Diferencia contra lo cobrado,NO DEFINIDO,1573,DIFERENCIA CONTRA LO COBRADO,False,,2019-01-21
2019-01-24,12.0,Alpezzi 14000,CHOCOLATE,1574,ALPEZZI 14000,False,,2019-01-21
2016-12-08,360.0,Tarjetas Cupcakes y DJ,ADMINISTRACION,1575,TARJETAS CUPCAKES Y DJ,False,,2016-12-05
2016-12-08,880.0,Notas 1/4 Cupcake,ADMINISTRACION,1576,NOTAS 1/4 CUPCAKE,False,,2016-12-05
2021-05-10,3.051,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,ACEITE,1577,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,False,,2021-05-10
2021-05-10,0.704,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,ADMINISTRACION,1578,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,False,,2021-05-10
2021-05-10,9.412,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,AMBIANTE,1579,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,False,,2021-05-10
2021-05-10,1.981,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,AZUCAR,1580,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,False,,2021-05-10
2021-05-10,6.315,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,BASES,1581,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,False,,2021-05-10
2021-05-10,6.792,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,CAPACILLOS,1582,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,False,,2021-05-10
2021-05-10,2.432,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,CASETAS,1583,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,False,,2021-05-10
2021-05-10,22.956,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,CHANTILLY,1584,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,False,,2021-05-10
2021-05-10,31.981,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,CHOCOLATE,1585,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,False,,2021-05-10
2021-05-10,2.373,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,COLORANTES,1586,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,False,,2021-05-10
2021-05-10,2.101,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,CONSUMIBLES,1587,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,False,,2021-05-10
2021-05-10,17.807,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,DECORACION,1588,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,False,,2021-05-10
2021-05-10,6.709,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,DOMO,1589,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,False,,2021-05-10
2021-05-10,2.49,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,DULCERIA,1590,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,False,,2021-05-10
2021-05-10,25.167,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,EMPAQUE,1591,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,False,,2021-05-10
2021-05-10,28.84,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,FONDANT,1592,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,False,,2021-05-10
2021-05-10,3.093,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,GALLETAS,1593,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,False,,2021-05-10
2021-05-10,34.014,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,HARINA,1594,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,False,,2021-05-10
2021-05-10,0.938,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,HORNEADO,1595,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,False,,2021-05-10
2021-05-10,9.147,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,HUEVO,1596,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,False,,2021-05-10
2021-05-10,0.151,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,JARABE,1597,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,False,,2021-05-10
2021-05-10,0.164,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,LECHE EN POLVO,1598,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,False,,2021-05-10
2021-05-10,0.518,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,LECHERA,1599,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,False,,2021-05-10
2021-05-10,2.144,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,LICORES,1600,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,False,,2021-05-10
2021-05-10,0.074,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,MANTECA VEGETAL,1601,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,False,,2021-05-10
2021-05-10,6.023,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,MANTEQUILLA,1602,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,False,,2021-05-10
2021-05-10,4.316,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,NO DEFINIDO,1603,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,False,,2021-05-10
2021-05-10,6.589,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,OTROS,1604,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,False,,2021-05-10
2021-05-10,6.243,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,QUESO CREMA,1605,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,False,,2021-05-10
2021-05-10,21.326,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,RELLENO,1606,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,False,,2021-05-10
2021-05-10,2.278,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,ROYALICING,1607,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,False,,2021-05-10
2021-05-10,0.05,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,SABORIZANTE,1608,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,False,,2021-05-10
2021-05-10,3.321,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,TRANSFER,1609,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,False,,2021-05-10
2021-05-24,2.826,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,ACEITE,1610,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,False,,2021-05-24
2021-05-24,0.653,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,ADMINISTRACION,1611,CASO1_PROMEDIO_ASUMIDO_REAL_ADMINISTRACION,False,,2021-05-24
2021-05-24,8.718,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,AMBIANTE,1612,CASO1_PROMEDIO_ASUMIDO_REAL_AMBIANTE,False,,2021-05-24
2021-05-24,1.835,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,AZUCAR,1613,CASO1_PROMEDIO_ASUMIDO_REAL_AZUCAR,False,,2021-05-24
2021-05-24,5.85,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,BASES,1614,CASO1_PROMEDIO_ASUMIDO_REAL_BASES,False,,2021-05-24
2021-05-24,6.292,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,CAPACILLOS,1615,CASO1_PROMEDIO_ASUMIDO_REAL_CAPACILLOS,False,,2021-05-24
2021-05-24,2.253,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,CASETAS,1616,CASO1_PROMEDIO_ASUMIDO_REAL_CASETAS,False,,2021-05-24
2021-05-24,21.265,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,CHANTILLY,1617,CASO1_PROMEDIO_ASUMIDO_REAL_CHANTILLY,False,,2021-05-24
2021-05-24,29.625,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,CHOCOLATE,1618,CASO1_PROMEDIO_ASUMIDO_REAL_CHOCOLATE,False,,2021-05-24
2021-05-24,2.199,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,COLORANTES,1619,CASO1_PROMEDIO_ASUMIDO_REAL_COLORANTES,False,,2021-05-24
2021-05-24,1.946,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,CONSUMIBLES,1620,CASO1_PROMEDIO_ASUMIDO_REAL_CONSUMIBLES,False,,2021-05-24
2021-05-24,16.495,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,DECORACION,1621,CASO1_PROMEDIO_ASUMIDO_REAL_DECORACION,False,,2021-05-24
2021-05-24,6.215,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,DOMO,1622,CASO1_PROMEDIO_ASUMIDO_REAL_DOMO,False,,2021-05-24
2021-05-24,2.307,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,DULCERIA,1623,CASO1_PROMEDIO_ASUMIDO_REAL_DULCERIA,False,,2021-05-24
2021-05-24,23.313,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,EMPAQUE,1624,CASO1_PROMEDIO_ASUMIDO_REAL_EMPAQUE,False,,2021-05-24
2021-05-24,26.716,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,FONDANT,1625,CASO1_PROMEDIO_ASUMIDO_REAL_FONDANT,False,,2021-05-24
2021-05-24,2.865,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,GALLETAS,1626,CASO1_PROMEDIO_ASUMIDO_REAL_GALLETAS,False,,2021-05-24
2021-05-24,31.508,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,HARINA,1627,CASO1_PROMEDIO_ASUMIDO_REAL_HARINA,False,,2021-05-24
2021-05-24,0.868,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,HORNEADO,1628,CASO1_PROMEDIO_ASUMIDO_REAL_HORNEADO,False,,2021-05-24
2021-05-24,8.473,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,HUEVO,1629,CASO1_PROMEDIO_ASUMIDO_REAL_HUEVO,False,,2021-05-24
2021-05-24,0.14,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,JARABE,1630,CASO1_PROMEDIO_ASUMIDO_REAL_JARABE,False,,2021-05-24
2021-05-24,0.152,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,LECHE EN POLVO,1631,CASO1_PROMEDIO_ASUMIDO_REAL_LECHE EN POLVO,False,,2021-05-24
2021-05-24,0.48,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,LECHERA,1632,CASO1_PROMEDIO_ASUMIDO_REAL_LECHERA,False,,2021-05-24
2021-05-24,1.986,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,LICORES,1633,CASO1_PROMEDIO_ASUMIDO_REAL_LICORES,False,,2021-05-24
2021-05-24,0.068,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,MANTECA VEGETAL,1634,CASO1_PROMEDIO_ASUMIDO_REAL_MANTECA VEGETAL,False,,2021-05-24
2021-05-24,5.58,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,MANTEQUILLA,1635,CASO1_PROMEDIO_ASUMIDO_REAL_MANTEQUILLA,False,,2021-05-24
2021-05-24,3.998,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,NO DEFINIDO,1636,CASO1_PROMEDIO_ASUMIDO_REAL_NO DEFINIDO,False,,2021-05-24
2021-05-24,6.103,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,OTROS,1637,CASO1_PROMEDIO_ASUMIDO_REAL_OTROS,False,,2021-05-24
2021-05-24,5.783,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,QUESO CREMA,1638,CASO1_PROMEDIO_ASUMIDO_REAL_QUESO CREMA,False,,2021-05-24
2021-05-24,19.755,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,RELLENO,1639,CASO1_PROMEDIO_ASUMIDO_REAL_RELLENO,False,,2021-05-24
2021-05-24,2.11,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,ROYALICING,1640,CASO1_PROMEDIO_ASUMIDO_REAL_ROYALICING,False,,2021-05-24
2021-05-24,0.047,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,SABORIZANTE,1641,CASO1_PROMEDIO_ASUMIDO_REAL_SABORIZANTE,False,,2021-05-24
2021-05-24,3.076,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,TRANSFER,1642,CASO1_PROMEDIO_ASUMIDO_REAL_TRANSFER,False,,2021-05-24
2021-06-07,0.534,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,ACEITE,1643,CASO1_PROMEDIO_ASUMIDO_REAL_ACEITE,False,,2021-06-07
