fecha,importe_nominal,descripcion,CLASIFICACION,estado_dato,registro_id,descripcion_normalizada,es_sintetico,motivo,semana_inicio
2021-06-07,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,270,CAPACILLOS,False,,2021-06-07
2021-06-28,27.5,CAPACILLOS,CAPACILLOS,observado,271,CAPACILLOS,False,,2021-06-28
2021-07-05,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,272,CAPACILLOS,False,,2021-07-05
2021-07-12,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,273,CAPACILLOS,False,,2021-07-12
2021-07-19,75.0,CAPACILLOS,CAPACILLOS,observado,274,CAPACILLOS,False,,2021-07-19
2021-07-26,55.0,CAPACILLOS,CAPACILLOS,observado,275,CAPACILLOS,False,,2021-07-26
2021-08-02,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,276,CAPACILLOS,False,,2021-08-02
2021-08-09,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,277,CAPACILLOS,False,,2021-08-09
2021-08-16,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,278,CAPACILLOS,False,,2021-08-16
2021-08-30,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,279,CAPACILLOS,False,,2021-08-30
2021-09-20,105.0,CAPACILLOS,CAPACILLOS,observado,280,CAPACILLOS,False,,2021-09-20
2021-10-25,78.0,CAPACILLOS,CAPACILLOS,observado,281,CAPACILLOS,False,,2021-10-25
2021-11-15,45.0,CAPACILLOS,CAPACILLOS,observado,282,CAPACILLOS,False,,2021-11-15
2021-11-29,37.0,CAPACILLOS,CAPACILLOS,observado,283,CAPACILLOS,False,,2021-11-29
2021-12-20,20.0,CAPACILLOS,CAPACILLOS,observado,284,CAPACILLOS,False,,2021-12-20
2021-12-27,49.5,CAPACILLOS,CAPACILLOS,observado,285,CAPACILLOS,False,,2021-12-27
2022-01-03,45.0,CAPACILLOS,CAPACILLOS,observado,286,CAPACILLOS,False,,2022-01-03
2022-01-10,39.0,CAPACILLOS,CAPACILLOS,observado,287,CAPACILLOS,False,,2022-01-10
2022-03-07,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,288,CAPACILLOS,False,,2022-03-07
2022-04-11,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,289,CAPACILLOS,False,,2022-04-11
2022-04-18,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,290,CAPACILLOS,False,,2022-04-18
2022-05-02,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,291,CAPACILLOS,False,,2022-05-02
2022-05-16,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,292,CAPACILLOS,False,,2022-05-16
2022-05-23,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,293,CAPACILLOS,False,,2022-05-23
2022-06-13,39.0,CAPACILLOS,CAPACILLOS,observado,294,CAPACILLOS,False,,2022-06-13
2022-06-20,39.0,CAPACILLOS,CAPACILLOS,observado,295,CAPACILLOS,False,,2022-06-20
2022-07-04,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,296,CAPACILLOS,False,,2022-07-04
2022-07-11,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,297,CAPACILLOS,False,,2022-07-11
2022-08-29,76.0,CAPACILLOS,CAPACILLOS,observado,298,CAPACILLOS,False,,2022-08-29
2022-09-19,56.0,CAPACILLOS,CAPACILLOS,observado,299,CAPACILLOS,False,,2022-09-19
2022-10-03,70.0,CAPACILLOS,CAPACILLOS,observado,300,CAPACILLOS,False,,2022-10-03
2022-10-10,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,301,CAPACILLOS,False,,2022-10-10
2022-10-17,81.0,CAPACILLOS,CAPACILLOS,observado,302,CAPACILLOS,False,,2022-10-17
2022-11-28,68.0,CAPACILLOS,CAPACILLOS,observado,303,CAPACILLOS,False,,2022-11-28
2023-01-02,86.0,CAPACILLOS,CAPACILLOS,observado,304,CAPACILLOS,False,,2023-01-02
2023-01-16,51.57,CAPACILLOS,CAPACILLOS,observado,305,CAPACILLOS,False,,2023-01-16
2023-01-30,39.0,CAPACILLOS,CAPACILLOS,observado,306,CAPACILLOS,False,,2023-01-30
2023-02-06,138.20999999999998,CAPACILLOS,CAPACILLOS,observado,307,CAPACILLOS,False,,2023-02-06
2023-03-06,63.26,CAPACILLOS,CAPACILLOS,observado,308,CAPACILLOS,False,,2023-03-06
2023-03-20,39.15,CAPACILLOS,CAPACILLOS,observado,309,CAPACILLOS,False,,2023-03-20
2023-04-10,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,310,CAPACILLOS,False,,2023-04-10
2023-05-08,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,311,CAPACILLOS,False,,2023-05-08
2023-06-19,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,312,CAPACILLOS,False,,2023-06-19
2023-07-03,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,313,CAPACILLOS,False,,2023-07-03
2023-07-24,141.8,CAPACILLOS,CAPACILLOS,observado,314,CAPACILLOS,False,,2023-07-24
2023-07-31,25.0,CAPACILLOS,CAPACILLOS,observado,315,CAPACILLOS,False,,2023-07-31
2023-08-07,42.370000000000005,CAPACILLOS,CAPACILLOS,observado,316,CAPACILLOS,False,,2023-08-07
2023-09-04,39.15,CAPACILLOS,CAPACILLOS,observado,317,CAPACILLOS,False,,2023-09-04
2023-10-16,56.0,CAPACILLOS,CAPACILLOS,observado,318,CAPACILLOS,False,,2023-10-16
2023-10-23,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,319,CAPACILLOS,False,,2023-10-23
2023-10-30,166.0,CAPACILLOS,CAPACILLOS,observado,320,CAPACILLOS,False,,2023-10-30
2023-11-27,22.0,CAPACILLOS,CAPACILLOS,observado,321,CAPACILLOS,False,,2023-11-27
2023-12-04,56.0,CAPACILLOS,CAPACILLOS,observado,322,CAPACILLOS,False,,2023-12-04
2024-01-29,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,323,CAPACILLOS,False,,2024-01-29
2024-02-05,39.15,CAPACILLOS,CAPACILLOS,observado,324,CAPACILLOS,False,,2024-02-05
2024-02-19,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,325,CAPACILLOS,False,,2024-02-19
2024-03-18,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,326,CAPACILLOS,False,,2024-03-18
2024-04-15,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,327,CAPACILLOS,False,,2024-04-15
2021-05-10,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,328,CASETAS,False,,2021-05-10
2021-05-24,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,329,CASETAS,False,,2021-05-24
2021-06-07,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,330,CASETAS,False,,2021-06-07
2021-07-05,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,331,CASETAS,False,,2021-07-05
2021-07-12,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,332,CASETAS,False,,2021-07-12
2021-08-02,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,333,CASETAS,False,,2021-08-02
2021-08-09,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,334,CASETAS,False,,2021-08-09
2021-08-16,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,335,CASETAS,False,,2021-08-16
2021-08-30,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,336,CASETAS,False,,2021-08-30
2022-03-07,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,337,CASETAS,False,,2022-03-07
2022-04-11,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,338,CASETAS,False,,2022-04-11
2022-04-18,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,339,CASETAS,False,,2022-04-18
2022-05-02,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,340,CASETAS,False,,2022-05-02
2022-05-16,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,341,CASETAS,False,,2022-05-16
2022-05-23,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,342,CASETAS,False,,2022-05-23
2022-07-04,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,343,CASETAS,False,,2022-07-04
2022-07-11,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,344,CASETAS,False,,2022-07-11
2022-10-10,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,345,CASETAS,False,,2022-10-10
2023-01-30,58.0,CASETAS,CASETAS,observado,346,CASETAS,False,,2023-01-30
2023-03-20,74.0,CASETAS,CASETAS,observado,347,CASETAS,False,,2023-03-20
2023-04-10,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,348,CASETAS,False,,2023-04-10
2023-05-08,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,349,CASETAS,False,,2023-05-08
2023-06-19,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,350,CASETAS,False,,2023-06-19
2023-07-03,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,351,CASETAS,False,,2023-07-03
2023-09-18,38.0,CASETAS,CASETAS,observado,352,CASETAS,False,,2023-09-18
2023-10-09,37.0,CASETAS,CASETAS,observado,353,CASETAS,False,,2023-10-09
2023-10-23,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,354,CASETAS,False,,2023-10-23
2023-10-30,63.0,CASETAS,CASETAS,observado,355,CASETAS,False,,2023-10-30
2023-12-04,130.0,CASETAS,CASETAS,observado,356,CASETAS,False,,2023-12-04
2023-12-25,65.0,CASETAS,CASETAS,observado,357,CASETAS,False,,2023-12-25
2024-01-01,65.0,CASETAS,CASETAS,observado,358,CASETAS,False,,2024-01-01
2024-01-08,65.0,CASETAS,CASETAS,observado,359,CASETAS,False,,2024-01-08
2024-01-29,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,360,CASETAS,False,,2024-01-29
2024-02-12,130.0,CASETAS,CASETAS,observado,361,CASETAS,False,,2024-02-12
2024-02-19,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,362,CASETAS,False,,2024-02-19
2024-03-18,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,363,CASETAS,False,,2024-03-18
2024-04-15,5.576923076923077,CASETAS,CASETAS,estimado_promedio_simple,364,CASETAS,False,,2024-04-15
2021-05-03,52.0,CHANTILLY,CHANTILLY,observado,365,CHANTILLY,False,,2021-05-03
2021-05-10,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,366,CHANTILLY,False,,2021-05-10
2021-05-24,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,367,CHANTILLY,False,,2021-05-24
2021-06-07,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,368,CHANTILLY,False,,2021-06-07
2021-06-28,46.0,CHANTILLY,CHANTILLY,observado,369,CHANTILLY,False,,2021-06-28
2021-07-05,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,370,CHANTILLY,False,,2021-07-05
2021-07-12,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,371,CHANTILLY,False,,2021-07-12
2021-07-19,132.0,CHANTILLY,CHANTILLY,observado,372,CHANTILLY,False,,2021-07-19
2021-07-26,161.0,CHANTILLY,CHANTILLY,observado,373,CHANTILLY,False,,2021-07-26
2021-08-02,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,374,CHANTILLY,False,,2021-08-02
2021-08-09,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,375,CHANTILLY,False,,2021-08-09
2021-08-16,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,376,CHANTILLY,False,,2021-08-16
2021-08-23,44.0,CHANTILLY,CHANTILLY,observado,377,CHANTILLY,False,,2021-08-23
2021-08-30,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,378,CHANTILLY,False,,2021-08-30
2021-09-27,161.0,CHANTILLY,CHANTILLY,observado,379,CHANTILLY,False,,2021-09-27
2021-10-11,88.0,CHANTILLY,CHANTILLY,observado,380,CHANTILLY,False,,2021-10-11
2021-10-18,44.0,CHANTILLY,CHANTILLY,observado,381,CHANTILLY,False,,2021-10-18
2021-10-25,140.0,CHANTILLY,CHANTILLY,observado,382,CHANTILLY,False,,2021-10-25
2021-11-01,52.0,CHANTILLY,CHANTILLY,observado,383,CHANTILLY,False,,2021-11-01
2021-11-29,52.0,CHANTILLY,CHANTILLY,observado,384,CHANTILLY,False,,2021-11-29
2021-12-06,210.0,CHANTILLY,CHANTILLY,observado,385,CHANTILLY,False,,2021-12-06
2021-12-13,104.0,CHANTILLY,CHANTILLY,observado,386,CHANTILLY,False,,2021-12-13
2021-12-20,54.0,CHANTILLY,CHANTILLY,observado,387,CHANTILLY,False,,2021-12-20
2021-12-27,108.0,CHANTILLY,CHANTILLY,observado,388,CHANTILLY,False,,2021-12-27
2022-01-10,137.0,CHANTILLY,CHANTILLY,observado,389,CHANTILLY,False,,2022-01-10
2022-01-24,64.0,CHANTILLY,CHANTILLY,observado,390,CHANTILLY,False,,2022-01-24
2022-02-07,198.0,CHANTILLY,CHANTILLY,observado,391,CHANTILLY,False,,2022-02-07
2022-02-21,66.0,CHANTILLY,CHANTILLY,observado,392,CHANTILLY,False,,2022-02-21
2022-02-28,66.0,CHANTILLY,CHANTILLY,observado,393,CHANTILLY,False,,2022-02-28
2022-03-07,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,394,CHANTILLY,False,,2022-03-07
2022-03-21,66.0,CHANTILLY,CHANTILLY,observado,395,CHANTILLY,False,,2022-03-21
2022-04-11,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,396,CHANTILLY,False,,2022-04-11
2022-04-18,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,397,CHANTILLY,False,,2022-04-18
2022-04-25,66.0,CHANTILLY,CHANTILLY,observado,398,CHANTILLY,False,,2022-04-25
2022-05-02,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,399,CHANTILLY,False,,2022-05-02
2022-05-09,54.0,CHANTILLY,CHANTILLY,observado,400,CHANTILLY,False,,2022-05-09
2022-05-16,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,401,CHANTILLY,False,,2022-05-16
2022-05-23,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,402,CHANTILLY,False,,2022-05-23
2022-05-30,108.0,CHANTILLY,CHANTILLY,observado,403,CHANTILLY,False,,2022-05-30
2022-06-06,132.0,CHANTILLY,CHANTILLY,observado,404,CHANTILLY,False,,2022-06-06
2022-06-27,198.0,CHANTILLY,CHANTILLY,observado,405,CHANTILLY,False,,2022-06-27
2022-07-04,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,406,CHANTILLY,False,,2022-07-04
2022-07-11,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,407,CHANTILLY,False,,2022-07-11
2022-07-25,188.0,CHANTILLY,CHANTILLY,observado,408,CHANTILLY,False,,2022-07-25
2022-08-15,132.0,CHANTILLY,CHANTILLY,observado,409,CHANTILLY,False,,2022-08-15
2022-08-29,61.0,CHANTILLY,CHANTILLY,observado,410,CHANTILLY,False,,2022-08-29
2022-09-05,61.0,CHANTILLY,CHANTILLY,observado,411,CHANTILLY,False,,2022-09-05
2022-09-19,193.0,CHANTILLY,CHANTILLY,observado,412,CHANTILLY,False,,2022-09-19
2022-09-26,61.0,CHANTILLY,CHANTILLY,observado,413,CHANTILLY,False,,2022-09-26
2022-10-10,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,414,CHANTILLY,False,,2022-10-10
2022-11-07,115.0,CHANTILLY,CHANTILLY,observado,415,CHANTILLY,False,,2022-11-07
2022-11-21,61.0,CHANTILLY,CHANTILLY,observado,416,CHANTILLY,False,,2022-11-21
2022-11-28,61.0,CHANTILLY,CHANTILLY,observado,417,CHANTILLY,False,,2022-11-28
2022-12-05,61.0,CHANTILLY,CHANTILLY,observado,418,CHANTILLY,False,,2022-12-05
2022-12-19,183.0,CHANTILLY,CHANTILLY,observado,419,CHANTILLY,False,,2022-12-19
2022-12-26,205.0,CHANTILLY,CHANTILLY,observado,420,CHANTILLY,False,,2022-12-26
2023-01-23,122.0,CHANTILLY,CHANTILLY,observado,421,CHANTILLY,False,,2023-01-23
2023-01-30,61.0,CHANTILLY,CHANTILLY,observado,422,CHANTILLY,False,,2023-01-30
2023-02-06,61.0,CHANTILLY,CHANTILLY,observado,423,CHANTILLY,False,,2023-02-06
2023-02-13,61.0,CHANTILLY,CHANTILLY,observado,424,CHANTILLY,False,,2023-02-13
2023-02-27,61.0,CHANTILLY,CHANTILLY,observado,425,CHANTILLY,False,,2023-02-27
2023-03-13,61.0,CHANTILLY,CHANTILLY,observado,426,CHANTILLY,False,,2023-03-13
2023-04-10,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,427,CHANTILLY,False,,2023-04-10
2023-04-17,69.0,CHANTILLY,CHANTILLY,observado,428,CHANTILLY,False,,2023-04-17
2023-04-24,69.0,CHANTILLY,CHANTILLY,observado,429,CHANTILLY,False,,2023-04-24
2023-05-08,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,430,CHANTILLY,False,,2023-05-08
2023-05-22,69.0,CHANTILLY,CHANTILLY,observado,431,CHANTILLY,False,,2023-05-22
2023-06-12,69.0,CHANTILLY,CHANTILLY,observado,432,CHANTILLY,False,,2023-06-12
2023-06-19,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,433,CHANTILLY,False,,2023-06-19
2023-07-03,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,434,CHANTILLY,False,,2023-07-03
2023-07-10,138.0,CHANTILLY,CHANTILLY,observado,435,CHANTILLY,False,,2023-07-10
2023-07-17,69.0,CHANTILLY,CHANTILLY,observado,436,CHANTILLY,False,,2023-07-17
2023-07-31,138.0,CHANTILLY,CHANTILLY,observado,437,CHANTILLY,False,,2023-07-31
2023-08-07,69.0,CHANTILLY,CHANTILLY,observado,438,CHANTILLY,False,,2023-08-07
2023-08-14,69.0,CHANTILLY,CHANTILLY,observado,439,CHANTILLY,False,,2023-08-14
2023-08-21,69.0,CHANTILLY,CHANTILLY,observado,440,CHANTILLY,False,,2023-08-21
2023-08-28,69.0,CHANTILLY,CHANTILLY,observado,441,CHANTILLY,False,,2023-08-28
2023-09-11,138.0,CHANTILLY,CHANTILLY,observado,442,CHANTILLY,False,,2023-09-11
2023-09-25,71.0,CHANTILLY,CHANTILLY,observado,443,CHANTILLY,False,,2023-09-25
2023-10-16,142.0,CHANTILLY,CHANTILLY,observado,444,CHANTILLY,False,,2023-10-16
2023-10-23,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,445,CHANTILLY,False,,2023-10-23
2023-10-30,205.0,CHANTILLY,CHANTILLY,observado,446,CHANTILLY,False,,2023-10-30
2023-11-13,71.0,CHANTILLY,CHANTILLY,observado,447,CHANTILLY,False,,2023-11-13
2023-12-04,142.0,CHANTILLY,CHANTILLY,observado,448,CHANTILLY,False,,2023-12-04
2023-12-11,205.0,CHANTILLY,CHANTILLY,observado,449,CHANTILLY,False,,2023-12-11
2023-12-25,142.0,CHANTILLY,CHANTILLY,observado,450,CHANTILLY,False,,2023-12-25
2024-01-29,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,451,CHANTILLY,False,,2024-01-29
2024-02-12,418.0,CHANTILLY,CHANTILLY,observado,452,CHANTILLY,False,,2024-02-12
2024-02-19,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,453,CHANTILLY,False,,2024-02-19
2024-03-18,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,454,CHANTILLY,False,,2024-03-18
2024-04-15,52.63846153846154,CHANTILLY,CHANTILLY,estimado_promedio_simple,455,CHANTILLY,False,,2024-04-15
2021-05-10,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,456,CHOCOLATE,False,,2021-05-10
2021-05-24,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,457,CHOCOLATE,False,,2021-05-24
2021-06-07,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,458,CHOCOLATE,False,,2021-06-07
2021-07-05,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,459,CHOCOLATE,False,,2021-07-05
2021-07-12,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,460,CHOCOLATE,False,,2021-07-12
2021-07-19,50.0,CHOCOLATE,CHOCOLATE,observado,461,CHOCOLATE,False,,2021-07-19
2021-07-26,40.0,CHOCOLATE,CHOCOLATE,observado,462,CHOCOLATE,False,,2021-07-26
2021-08-02,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,463,CHOCOLATE,False,,2021-08-02
2021-08-09,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,464,CHOCOLATE,False,,2021-08-09
2021-08-16,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,465,CHOCOLATE,False,,2021-08-16
2021-08-30,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,466,CHOCOLATE,False,,2021-08-30
2021-09-06,110.0,CHOCOLATE,CHOCOLATE,observado,467,CHOCOLATE,False,,2021-09-06
2021-11-01,21.5,CHOCOLATE,CHOCOLATE,observado,468,CHOCOLATE,False,,2021-11-01
2021-11-22,69.0,CHOCOLATE,CHOCOLATE,observado,469,CHOCOLATE,False,,2021-11-22
2021-11-29,108.0,CHOCOLATE,CHOCOLATE,observado,470,CHOCOLATE,False,,2021-11-29
2021-12-06,45.0,CHOCOLATE,CHOCOLATE,observado,471,CHOCOLATE,False,,2021-12-06
2021-12-13,40.0,CHOCOLATE,CHOCOLATE,observado,472,CHOCOLATE,False,,2021-12-13
2021-12-20,38.0,CHOCOLATE,CHOCOLATE,observado,473,CHOCOLATE,False,,2021-12-20
2022-01-10,31.5,CHOCOLATE,CHOCOLATE,observado,474,CHOCOLATE,False,,2022-01-10
2022-01-17,175.78,CHOCOLATE,CHOCOLATE,observado,475,CHOCOLATE,False,,2022-01-17
2022-01-31,16.0,CHOCOLATE,CHOCOLATE,observado,476,CHOCOLATE,False,,2022-01-31
2022-02-21,103.0,CHOCOLATE,CHOCOLATE,observado,477,CHOCOLATE,False,,2022-02-21
2022-02-28,47.0,CHOCOLATE,CHOCOLATE,observado,478,CHOCOLATE,False,,2022-02-28
2022-03-07,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,479,CHOCOLATE,False,,2022-03-07
2022-04-04,45.0,CHOCOLATE,CHOCOLATE,observado,480,CHOCOLATE,False,,2022-04-04
2022-04-11,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,481,CHOCOLATE,False,,2022-04-11
2022-04-18,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,482,CHOCOLATE,False,,2022-04-18
2022-04-25,63.0,CHOCOLATE,CHOCOLATE,observado,483,CHOCOLATE,False,,2022-04-25
2022-05-02,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,484,CHOCOLATE,False,,2022-05-02
2022-05-09,42.0,CHOCOLATE,CHOCOLATE,observado,485,CHOCOLATE,False,,2022-05-09
2022-05-16,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,486,CHOCOLATE,False,,2022-05-16
2022-05-23,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,487,CHOCOLATE,False,,2022-05-23
2022-06-20,7.0,CHOCOLATE,CHOCOLATE,observado,488,CHOCOLATE,False,,2022-06-20
2022-06-27,25.0,CHOCOLATE,CHOCOLATE,observado,489,CHOCOLATE,False,,2022-06-27
2022-07-04,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,490,CHOCOLATE,False,,2022-07-04
2022-07-11,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,491,CHOCOLATE,False,,2022-07-11
2022-07-25,43.0,CHOCOLATE,CHOCOLATE,observado,492,CHOCOLATE,False,,2022-07-25
2022-08-15,28.0,CHOCOLATE,CHOCOLATE,observado,493,CHOCOLATE,False,,2022-08-15
2022-08-29,17.0,CHOCOLATE,CHOCOLATE,observado,494,CHOCOLATE,False,,2022-08-29
2022-09-12,30.0,CHOCOLATE,CHOCOLATE,observado,495,CHOCOLATE,False,,2022-09-12
2022-09-19,66.0,CHOCOLATE,CHOCOLATE,observado,496,CHOCOLATE,False,,2022-09-19
2022-09-26,86.0,CHOCOLATE,CHOCOLATE,observado,497,CHOCOLATE,False,,2022-09-26
2022-10-10,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,498,CHOCOLATE,False,,2022-10-10
2022-10-17,110.0,CHOCOLATE,CHOCOLATE,observado,499,CHOCOLATE,False,,2022-10-17
2022-11-07,79.0,CHOCOLATE,CHOCOLATE,observado,500,CHOCOLATE,False,,2022-11-07
2022-11-14,12.0,CHOCOLATE,CHOCOLATE,observado,501,CHOCOLATE,False,,2022-11-14
2022-11-28,135.0,CHOCOLATE,CHOCOLATE,observado,502,CHOCOLATE,False,,2022-11-28
2022-12-12,24.0,CHOCOLATE,CHOCOLATE,observado,503,CHOCOLATE,False,,2022-12-12
2022-12-19,22.0,CHOCOLATE,CHOCOLATE,observado,504,CHOCOLATE,False,,2022-12-19
2023-01-02,365.9,CHOCOLATE,CHOCOLATE,observado,505,CHOCOLATE,False,,2023-01-02
2023-01-09,45.0,CHOCOLATE,CHOCOLATE,observado,506,CHOCOLATE,False,,2023-01-09
2023-01-16,512.09,CHOCOLATE,CHOCOLATE,observado,507,CHOCOLATE,False,,2023-01-16
2023-01-23,45.0,CHOCOLATE,CHOCOLATE,observado,508,CHOCOLATE,False,,2023-01-23
2023-01-30,68.0,CHOCOLATE,CHOCOLATE,observado,509,CHOCOLATE,False,,2023-01-30
2023-02-06,186.15,CHOCOLATE,CHOCOLATE,observado,510,CHOCOLATE,False,,2023-02-06
2023-02-13,136.0,CHOCOLATE,CHOCOLATE,observado,511,CHOCOLATE,False,,2023-02-13
2023-02-27,24.0,CHOCOLATE,CHOCOLATE,observado,512,CHOCOLATE,False,,2023-02-27
2023-03-06,294.06,CHOCOLATE,CHOCOLATE,observado,513,CHOCOLATE,False,,2023-03-06
2023-03-13,261.0,CHOCOLATE,CHOCOLATE,observado,514,CHOCOLATE,False,,2023-03-13
2023-03-20,45.0,CHOCOLATE,CHOCOLATE,observado,515,CHOCOLATE,False,,2023-03-20
2023-03-27,203.0,CHOCOLATE,CHOCOLATE,observado,516,CHOCOLATE,False,,2023-03-27
2023-04-10,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,517,CHOCOLATE,False,,2023-04-10
2023-04-17,187.0,CHOCOLATE,CHOCOLATE,observado,518,CHOCOLATE,False,,2023-04-17
2023-05-01,166.0,CHOCOLATE,CHOCOLATE,observado,519,CHOCOLATE,False,,2023-05-01
2023-05-08,73.33307692307692,CHOCOLATE,CHOCOLATE,estimado_promedio_simple,520,CHOCOLATE,False,,2023-05-08
