semana_inicio,ACEITE,ADMINISTRACION,AMBIANTE,AZUCAR,BASES,CAPACILLOS,CASETAS,CHANTILLY,CHOCOLATE,CINTA,COLORANTES,CONSUMIBLES,DECORACION,DOMO,DULCERIA,EMPAQUE,FONDANT,GALLETAS,HARINA,HORNEADO,HUEVO,JARABE,LECHE,LECHE EN POLVO,LECHERA,LICORES,MANTECA VEGETAL,MANTEQUILLA,NO DEFINIDO,OTROS,QUESO CREMA,RELLENO,ROYALICING,SABORIZANTE,TRANSFER,VELAS,total
2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-19,0.0,0.0,50.0,0.0,25.0,75.0,0.0,132.0,50.0,0.0,0.0,14.0,218.0,0.0,0.0,170.0,249.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,1128.0
2021-07-26,0.0,0.0,0.0,0.0,21.0,55.0,0.0,161.0,40.0,0.0,0.0,0.0,65.0,0.0,0.0,40.0,83.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,739.0
2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23,0.0,0.0,0.0,0.0,21.0,0.0,0.0,44.0,0.0,0.0,0.0,20.0,150.0,0.0,0.0,110.0,83.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,579.0
2021-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,45.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0
2021-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0
2021-09-20,0.0,0.0,0.0,0.0,31.5,105.0,0.0,0.0,0.0,0.0,0.0,10.0,180.0,0.0,0.0,0.0,83.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,503.5
2021-09-27,0.0,0.0,0.0,32.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,22.7,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,124.0,0.0,0.0,0.0,0.0,543.2
2021-10-04,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,234.0
2021-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0
2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,94.0
2021-10-25,0.0,0.0,0.0,0.0,0.0,78.0,0.0,140.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,55.0,0.0,0.0,120.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,574.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5
2021-11-08,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,205.5
2021-11-15,0.0,0.0,50.0,0.0,40.5,45.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,35.0,166.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,551.5
2021-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,231.0
2021-11-29,0.0,0.0,0.0,38.0,0.0,37.0,0.0,52.0,108.0,0.0,0.0,0.0,126.0,0.0,30.0,30.0,0.0,21.9,169.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.4,0.0,0.0,149.5,0.0,0.0,0.0,0.0,921.3
2021-12-06,39.0,0.0,0.0,0.0,19.0,0.0,0.0,210.0,45.0,0.0,0.0,0.0,135.0,0.0,0.0,182.0,249.0,0.0,143.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,83.4,0.0,0.0,0.0,0.0,1192.4
2021-12-13,0.0,0.0,53.0,0.0,11.0,0.0,0.0,104.0,40.0,0.0,0.0,0.0,90.0,0.0,0.0,94.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,581.0
2021-12-20,0.0,0.0,0.0,0.0,21.0,20.0,0.0,54.0,38.0,0.0,0.0,0.0,45.0,0.0,0.0,34.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0
2021-12-27,79.0,0.0,0.0,0.0,0.0,49.5,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,58.0,0.0,108.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.84,0.0,0.0,0.0,0.0,529.24
2022-01-03,0.0,0.0,0.0,0.0,10.5,45.0,0.0,0.0,0.0,0.0,0.0,10.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
2022-01-10,0.0,0.0,0.0,0.0,10.5,39.0,0.0,137.0,31.5,0.0,14.5,11.0,184.5,0.0,0.0,42.5,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,43.5,0.0,63.0,0.0,0.0,0.0,0.0,981.0
2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.78,0.0,0.0,52.64,464.15,0.0,0.0,160.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.7,0.0,0.0,0.0,0.0,892.3700000000001
2022-01-24,0.0,0.0,0.0,28.5,3.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,0.0,0.0,0.0,0.0,193.0
2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,62.5,0.0,0.0,65.0,0.0,21.9,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.4
2022-02-07,32.1,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,10.0,70.0,0.0,0.0,112.5,95.0,0.0,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,48.0,0.0,0.0,31.5,50.0,0.0,0.0,0.0,886.6
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,103.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0
2022-02-28,40.0,0.0,0.0,0.0,21.0,0.0,0.0,66.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,47.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,518.0
2022-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.5
2022-03-21,0.0,0.0,0.0,0.0,35.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,83.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,317.5
2022-03-28,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
2022-04-04,0.0,0.0,62.5,0.0,40.5,0.0,0.0,0.0,45.0,0.0,0.0,40.0,0.0,0.0,0.0,25.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0
2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-25,40.0,0.0,63.0,0.0,35.0,0.0,0.0,66.0,63.0,0.0,0.0,0.0,0.0,0.0,58.5,0.0,83.0,0.0,161.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,35.0,118.5,0.0,0.0,0.0,0.0,1003.0
2022-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,0.0,0.0,63.0,0.0,32.5,0.0,0.0,54.0,42.0,0.0,0.0,0.0,44.0,0.0,0.0,50.0,166.0,82.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,128.5,50.0,0.0,0.0,0.0,800.0
2022-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-30,40.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,25.0,17.5,0.0,0.0,55.5,0.0,0.0,158.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,65.0,0.0,0.0,0.0,0.0,584.0
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0
2022-06-13,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
2022-06-20,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
2022-06-27,40.0,0.0,0.0,0.0,23.0,0.0,0.0,198.0,25.0,0.0,0.0,5.5,21.0,0.0,0.0,33.0,166.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.4
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2022-07-25,0.0,0.0,0.0,0.0,52.5,0.0,0.0,188.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,166.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,192.0,59.0,0.0,0.0,0.0,925.5
2022-08-01,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,255.0
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,14.5,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.5
2022-08-29,0.0,0.0,63.0,62.9,0.0,76.0,0.0,61.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,43.0,93.0,29.5,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,29.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,610.9
2022-09-05,0.0,0.0,0.0,0.0,26.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,257.0
2022-09-12,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,257.0
2022-09-19,80.0,0.0,0.0,20.0,0.0,56.0,0.0,193.0,66.0,0.0,0.0,0.0,34.0,0.0,0.0,64.0,0.0,0.0,101.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,30.5,49.5,0.0,0.0,0.0,0.0,802.0
2022-09-26,40.0,0.0,0.0,0.0,11.5,0.0,0.0,61.0,86.0,0.0,12.0,0.0,45.0,0.0,0.0,0.0,85.0,43.0,20.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,65.5,0.0,0.0,0.0,0.0,0.0,614.0
2022-10-03,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17,0.0,0.0,0.0,0.0,34.5,81.0,0.0,0.0,110.0,0.0,0.0,0.0,65.0,0.0,0.0,50.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,577.5
2022-10-24,0.0,0.0,63.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,234.5
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
2022-11-07,0.0,0.0,0.0,0.0,20.5,0.0,0.0,115.0,79.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,166.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,753.5
2022-11-14,0.0,0.0,63.0,0.0,14.5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.5
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,92.5,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.5
2022-11-28,85.5,0.0,0.0,0.0,45.0,68.0,0.0,61.0,135.0,0.0,0.0,0.0,108.0,0.0,0.0,48.0,166.0,21.5,21.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,961.0
2022-12-05,0.0,0.0,63.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,222.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,0.0,318.0,0.0,40.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,40.0,0.0,0.0,0.0,0.0,552.0
2022-12-19,0.0,0.0,0.0,28.0,79.5,0.0,0.0,183.0,22.0,0.0,12.0,0.0,293.0,0.0,56.0,0.0,415.0,0.0,246.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,65.0,0.0,0.0,0.0,0.0,1472.5
2022-12-26,46.9,0.0,0.0,0.0,92.0,0.0,0.0,205.0,0.0,0.0,0.0,55.0,115.0,0.0,0.0,21.0,415.0,0.0,167.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,49.5,0.0,0.0,0.0,0.0,1343.4
2023-01-02,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,365.9,0.0,290.0,0.0,45.0,0.0,0.0,10.0,0.0,28.5,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,144.0,0.0,0.0,0.0,0.0,1295.4
2023-01-09,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,373.0
2023-01-16,0.0,0.0,63.0,0.0,31.51,51.57,0.0,0.0,512.09,0.0,0.0,14.94,0.0,0.0,0.0,255.32,83.0,33.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.96,0.0,0.0,0.0,0.0,0.0,0.0,1129.3899999999999
2023-01-23,0.0,0.0,0.0,40.0,0.0,0.0,0.0,122.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,41.5,130.0,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,93.0,100.0,0.0,0.0,0.0,789.0
2023-01-30,0.0,0.0,63.0,0.0,45.5,39.0,58.0,61.0,68.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,45.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,485.5
2023-02-06,0.0,0.0,0.0,0.0,11.5,138.20999999999998,0.0,61.0,186.15,0.0,0.0,22.91,0.0,0.0,0.0,264.2,83.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.25,39.5,0.0,0.0,0.0,0.0,0.0,984.22
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,232.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,117.0,0.0,0.0,0.0,0.0,619.0
2023-02-20,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.5
2023-02-27,74.0,0.0,0.0,0.0,112.0,0.0,0.0,61.0,24.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,415.0,0.0,85.0,0.0,47.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,215.0,76.0,0.0,0.0,0.0,135.0,0.0,1386.0
2023-03-06,0.0,0.0,0.0,0.0,0.0,63.26,0.0,0.0,294.06,0.0,0.0,23.92,35.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,54.72,0.0,0.0,0.0,0.0,552.46
2023-03-13,37.0,0.0,66.0,0.0,0.0,0.0,0.0,61.0,261.0,0.0,0.0,0.0,0.0,0.0,22.0,82.0,0.0,0.0,279.0,0.0,157.08999999999997,0.0,0.0,0.0,0.0,149.0,0.0,78.0,0.0,163.0,155.0,192.0,0.0,0.0,0.0,0.0,1702.09
2023-03-20,0.0,0.0,66.0,0.0,0.0,39.15,74.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,179.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.22
2023-03-27,0.0,0.0,66.0,0.0,122.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,65.0,0.0,0.0,52.0,259.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,1238.0
2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,85.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.36
2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,0.0,0.0,0.0,15.0,0.0,0.0,0.0,69.0,187.0,0.0,0.0,0.0,0.0,0.0,22.0,20.0,0.0,0.0,78.5,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,28.0,0.0,58.0,0.0,0.0,0.0,0.0,592.5
2023-04-24,0.0,0.0,66.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,239.07999999999998
2023-05-01,0.0,0.0,66.0,0.0,24.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,83.0,0.0,187.0,0.0,153.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,75.0,0.0,90.0,0.0,1043.8
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-15,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,55.0
2023-05-22,0.0,0.0,65.0,0.0,50.0,0.0,0.0,69.0,456.98,0.0,0.0,46.0,0.0,0.0,0.0,0.0,166.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,36.5,99.0,0.0,0.0,0.0,0.0,1213.48
2023-05-29,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
