semana_inicio,IMPUTADO,HARINA,CHOCOLATE,FONDANT,EMPAQUE,otros
2024-03-25,0.0,0.3803230543318649,0.35389133627019087,0.0,0.04698972099853157,0.21879588839941264
2024-04-01,0.0,0.0,0.625,0.0,0.0,0.375
2024-04-08,0.0,0.13394725826705733,0.0,0.18208455420678107,0.100460443700293,0.5835077438258686
2024-04-15,1.0,0.0,0.0,0.0,0.0,0.0
2024-04-22,0.0,0.0,0.4883720930232558,0.0,0.0,0.5116279069767442
2024-04-29,0.0,0.23233695652173914,0.20516304347826086,0.11820652173913043,0.09578804347826086,0.3485054347826087
2024-05-06,1.0,0.0,0.0,0.0,0.0,0.0
2024-05-13,1.0,0.0,0.0,0.0,0.0,0.0
2024-05-20,1.0,0.0,0.0,0.0,0.0,0.0
2024-05-27,1.0,0.0,0.0,0.0,0.0,0.0
2024-06-03,0.0,0.12032789350981425,0.0,0.16357073023990373,0.13536888019854101,0.580732496051741
2024-06-10,1.0,0.0,0.0,0.0,0.0,0.0
2024-06-17,1.0,0.0,0.0,0.0,0.0,0.0
2024-06-24,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-01,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-08,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-15,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-22,1.0,0.0,0.0,0.0,0.0,0.0
2024-07-29,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-05,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-12,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-19,1.0,0.0,0.0,0.0,0.0,0.0
2024-08-26,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-02,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-09,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-16,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-23,1.0,0.0,0.0,0.0,0.0,0.0
2024-09-30,1.0,0.0,0.0,0.0,0.0,0.0
2024-10-07,1.0,0.0,0.0,0.0,0.0,0.0
2024-10-14,1.0,0.0,0.0,0.0,0.0,0.0
2024-10-21,1.0,0.0,0.0,0.0,0.0,0.0
2024-10-28,1.0,0.0,0.0,0.0,0.0,0.0
2024-11-04,1.0,0.0,0.0,0.0,0.0,0.0
2024-11-11,1.0,0.0,0.0,0.0,0.0,0.0
2024-11-18,1.0,0.0,0.0,0.0,0.0,0.0
2024-11-25,1.0,0.0,0.0,0.0,0.0,0.0
2024-12-02,1.0,0.0,0.0,0.0,0.0,0.0
2024-12-09,1.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,1.0,0.0,0.0,0.0,0.0,0.0
2024-12-23,1.0,0.0,0.0,0.0,0.0,0.0
2024-12-30,1.0,0.0,0.0,0.0,0.0,0.0
2025-01-06,1.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,1.0,0.0,0.0,0.0,0.0,0.0
2025-01-20,1.0,0.0,0.0,0.0,0.0,0.0
2025-01-27,1.0,0.0,0.0,0.0,0.0,0.0
2025-02-03,1.0,0.0,0.0,0.0,0.0,0.0
2025-02-10,1.0,0.0,0.0,0.0,0.0,0.0
2025-02-17,1.0,0.0,0.0,0.0,0.0,0.0
2025-02-24,1.0,0.0,0.0,0.0,0.0,0.0
2025-03-03,1.0,0.0,0.0,0.0,0.0,0.0
2025-03-10,1.0,0.0,0.0,0.0,0.0,0.0
