PROVEEDOR,fecha,NUMERO,CANT,U#MEDIDA,descripcion,importe_nominal,P#UNITARIO,CLASIFICACION,SUBCLASIFICACION,semana_inicio,es_sintetico,metodo_sintesis,registro_id,descripcion_normalizada,motivo
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-029,1.0,semana,Tegral Satin Creme ca ,19.77,19.77,HARINA,CHOCOLATE,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,374,TEGRAL SATIN CREME CA,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-030,1.0,semana,Transfer,10.73,10.73,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,375,TRANSFER,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-031,1.0,semana,Turin amargo,0.47,0.47,CHOCOLATE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,376,TURIN AMARGO,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-032,1.0,semana,Turin semiamargo,2.71,2.71,CHOCOLATE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,377,TURIN SEMIAMARGO,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-033,1.0,semana,aceite,12.11,12.11,ACEITE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,378,ACEITE,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-034,1.0,semana,ambiante,8.46,8.46,AMBIANTE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,379,AMBIANTE,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-035,1.0,semana,base,1.19,1.19,BASES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,380,BASE,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-036,1.0,semana,base 25x35,1.48,1.48,BASES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,381,BASE 25X35,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-037,1.0,semana,base 28 cm,1.22,1.22,BASES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,382,BASE 28 CM,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-038,1.0,semana,base 28 cm doble,3.11,3.11,BASES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,383,BASE 28 CM DOBLE,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-039,1.0,semana,base 30 cm,1.62,1.62,BASES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,384,BASE 30 CM,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-040,1.0,semana,base 33 x 33,2.37,2.37,BASES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,385,BASE 33 X 33,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-041,1.0,semana,base doble 28,3.11,3.11,BASES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,386,BASE DOBLE 28,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-042,1.0,semana,bases 28 cm,0.99,0.99,BASES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,387,BASES 28 CM,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-043,1.0,semana,bolsa 10x15,3.38,3.38,EMPAQUE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,388,BOLSA 10X15,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-044,1.0,semana,cacao bremen,0.85,0.85,CHOCOLATE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,389,CACAO BREMEN,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-045,1.0,semana,caja de cartón para cupcake 6 piezas,52.97,52.97,EMPAQUE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,390,CAJA DE CARTON PARA CUPCAKE 6 PIEZAS,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-046,1.0,semana,caja para cupcake 12 piezas,5.01,5.01,EMPAQUE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,391,CAJA PARA CUPCAKE 12 PIEZAS,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-047,1.0,semana,capacillos,0.69,0.69,CAPACILLOS,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,392,CAPACILLOS,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-048,1.0,semana,celofan 8x12,0.71,0.71,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,393,CELOFAN 8X12,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-049,1.0,semana,celofan 9x15,0.3,0.3,CONSUMIBLES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,394,CELOFAN 9X15,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-050,1.0,semana,chantilli,7.46,7.46,CHANTILLY,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,395,CHANTILLI,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-051,1.0,semana,chocolate,0.28,0.28,CHOCOLATE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,396,CHOCOLATE,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-052,1.0,semana,chocolate hershey's,2.01,2.01,CHOCOLATE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,397,CHOCOLATE HERSHEY'S,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-053,1.0,semana,color gel negro,0.26,0.26,COLORANTES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,398,COLOR GEL NEGRO,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-054,1.0,semana,confiter semi amargo,5.7,5.7,CHOCOLATE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,399,CONFITER SEMI AMARGO,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-055,1.0,semana,confiteria,3.7,3.7,DULCERIA,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,400,CONFITERIA,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-056,1.0,semana,deiman aditivo para chocolate,0.75,0.75,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,401,DEIMAN ADITIVO PARA CHOCOLATE,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-057,1.0,semana,deiman bioxido de titanio,0.74,0.74,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,402,DEIMAN BIOXIDO DE TITANIO,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-058,1.0,semana,deiman plumones mágicos,5.97,5.97,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,403,DEIMAN PLUMONES MAGICOS,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-059,1.0,semana,deiman sab liq vainilla sin color 500 ml,0.54,0.54,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,404,DEIMAN SAB LIQ VAINILLA SIN COLOR 500 ML,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-060,1.0,semana,domo para cupcake 6 piezas,1.69,1.69,EMPAQUE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,405,DOMO PARA CUPCAKE 6 PIEZAS,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-061,1.0,semana,duya,5.41,5.41,CONSUMIBLES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,406,DUYA,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-062,1.0,semana,easy pastel tres leches,8.03,8.03,HARINA,VAINILLA,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,407,EASY PASTEL TRES LECHES,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-063,1.0,semana,granillo chico,0.09,0.09,CHOCOLATE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,408,GRANILLO CHICO,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-064,1.0,semana,harina de trigo suelta,0.13,0.13,HARINA,TRIGO,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,409,HARINA DE TRIGO SUELTA,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-065,1.0,semana,huevo blanco san juan,1.84,1.84,HUEVO,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,410,HUEVO BLANCO SAN JUAN,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-066,1.0,semana,inix contenedor mantecadas,2.85,2.85,EMPAQUE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,411,INIX CONTENEDOR MANTECADAS,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-067,1.0,semana,kisses,4.56,4.56,CHOCOLATE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,412,KISSES,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-068,1.0,semana,letrero,0.71,0.71,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,413,LETRERO,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-069,1.0,semana,manteca,0.77,0.77,OTROS,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,414,MANTECA,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-070,1.0,semana,mantequilla gloria,3.29,3.29,MANTEQUILLA,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,415,MANTEQUILLA GLORIA,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-071,1.0,semana,matizador,1.25,1.25,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,416,MATIZADOR,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-072,1.0,semana,molde para chocolate,0.35,0.35,HERRAMIENTA,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,417,MOLDE PARA CHOCOLATE,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-073,1.0,semana,nestle carlos v stick 20 pz,0.6,0.6,CHOCOLATE,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,418,NESTLE CARLOS V STICK 20 PZ,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-074,1.0,semana,papel quilon para hornear,0.18,0.18,CONSUMIBLES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,419,PAPEL QUILON PARA HORNEAR,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-075,1.0,semana,pastireal manga no. 12,0.64,0.64,CONSUMIBLES,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,420,PASTIREAL MANGA NO. 12,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-076,1.0,semana,perla,0.4,0.4,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,421,PERLA,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-077,1.0,semana,perlas,1.5,1.5,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,422,PERLAS,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-078,1.0,semana,pincel,1.35,1.35,HERRAMIENTA,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,423,PINCEL,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-079,1.0,semana,puratos creamfil creme choco,0.71,0.71,RELLENO,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,424,PURATOS CREAMFIL CREME CHOCO,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-080,1.0,semana,red velvet,2.84,2.84,HARINA,RED VELVET,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,425,RED VELVET,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-081,1.0,semana,relleno zarzamora puratos,2.46,2.46,RELLENO,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,426,RELLENO ZARZAMORA PURATOS,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-082,1.0,semana,rutz,0.44,0.44,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,427,RUTZ,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-083,1.0,semana,srpinkles,0.93,0.93,DECORACION,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,428,SRPINKLES,
SINTETICO_ENTRENAMIENTO,2022-05-02,SYN-C-20220502-084,1.0,semana,suspiro,0.75,0.75,DULCERIA,,2022-05-02,True,mediana causal de 8 semanas y participacion historica por descripcion,429,SUSPIRO,
MEGA PLAST,2022-05-10,340275,1.0,pz,Crema para batir ambiante 1 lt,63.0,63.0,AMBIANTE,,2022-05-09,False,,430,CREMA PARA BATIR AMBIANTE 1 LT,
MEGA PLAST,2022-05-10,340275,1.0,pz,Crema batida chantilli ASTURIAS,54.0,54.0,CHANTILLY,,2022-05-09,False,,431,CREMA BATIDA CHANTILLI ASTURIAS,
MEGA PLAST,2022-05-10,340275,1.0,Kg,Tegral Satin Red Velvet Puratos,58.0,58.0,HARINA,RED VELVET,2022-05-09,False,,432,TEGRAL SATIN RED VELVET PURATOS,
MEGA PLAST,2022-05-10,340275,1.0,pz,Royal Icing Deiman 50,50.0,50.0,ROYALICING,,2022-05-09,False,,433,ROYAL ICING DEIMAN 50,
MEGA PLAST,2022-05-10,340275,300.0,gr,galleta Oreo suelta,27.0,90.0,GALLETAS,,2022-05-09,False,,434,GALLETA OREO SUELTA,
MEGA PLAST,2022-05-10,340275,2.0,pz,domo 1/4 plancha,50.0,25.0,EMPAQUE,,2022-05-09,False,,435,DOMO 1/4 PLANCHA,
MEGA PLAST,2022-05-10,340275,200.0,gr,chocolate blanco sica,42.0,210.0,CHOCOLATE,,2022-05-09,False,,436,CHOCOLATE BLANCO SICA,
REPOSTEARTE,2022-05-10,ND,1.0,pz,cortadores,35.0,35.0,HERRAMIENTA,,2022-05-09,False,,437,CORTADORES,
REPOSTEARTE,2022-05-10,ND,1.0,pz,base 26 cm,9.5,9.5,BASES,,2022-05-09,False,,438,BASE 26 CM,
REPOSTEARTE,2022-05-10,ND,1.0,pz,base 28 doble,23.0,23.0,BASES,,2022-05-09,False,,439,BASE 28 DOBLE,
REPOSTEARTE,2022-05-10,ND,2.0,kg,Foundant,166.0,83.0,FONDANT,,2022-05-09,False,,440,FOUNDANT,
ESTRELLA,2022-05-12,1098,1.0,kg,Harina,20.0,20.0,HARINA,TRIGO,2022-05-09,False,,441,HARINA,
ESTRELLA,2022-05-12,1098,1.0,kg,Puratos vainilla,62.5,62.5,RELLENO,,2022-05-09,False,,442,PURATOS VAINILLA,
ESTRELLA,2022-05-12,1098,50.0,gr,platanitos,10.0,200.0,OTROS,,2022-05-09,False,,443,PLATANITOS,
ESTRELLA,2022-05-12,1098,1.0,pz,Nutella chica 350 grs,66.0,66.0,RELLENO,,2022-05-09,False,,444,NUTELLA CHICA 350 GRS,
ESTRELLA,2022-05-12,1098,100.0,gr,Sicao blanco real,24.0,240.0,DECORACION,,2022-05-09,False,,445,SICAO BLANCO REAL,
MEGA PLAST,2022-05-12,340484,500.0,gr,galleta Oreo relleno,55.0,110.0,GALLETAS,,2022-05-09,False,,446,GALLETA OREO RELLENO,
MEGA PLAST,2022-05-12,340484,1.0,pz,celofan 12x18 sello ,20.0,20.0,DECORACION,,2022-05-09,False,,447,CELOFAN 12X18 SELLO,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-001,1.0,semana,Alpezzi 14000,0.08,0.08,CHOCOLATE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,448,ALPEZZI 14000,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-002,1.0,semana,Azucar glass,0.16,0.16,AZUCAR,GLASS,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,449,AZUCAR GLASS,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-003,1.0,semana,Base,0.02,0.02,BASES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,450,BASE,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-004,1.0,semana,Cerezas,2.61,2.61,DULCERIA,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,451,CEREZAS,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-005,1.0,semana,Chantilli,0.72,0.72,CHANTILLY,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,452,CHANTILLI,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-006,1.0,semana,Chantilli Asturias,17.79,17.79,CHANTILLY,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,453,CHANTILLI ASTURIAS,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-007,1.0,semana,Crema batida chantilli ASTURIAS,5.43,5.43,CHANTILLY,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,454,CREMA BATIDA CHANTILLI ASTURIAS,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-008,1.0,semana,Crema para batir ambiante 1 lt,13.33,13.33,AMBIANTE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,455,CREMA PARA BATIR AMBIANTE 1 LT,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-009,1.0,semana,DESCONOCIDO,1.3,1.3,NO DEFINIDO,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,456,DESCONOCIDO,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-010,1.0,semana,Domo mantecada 6 cavidades,0.23,0.23,EMPAQUE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,457,DOMO MANTECADA 6 CAVIDADES,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-011,1.0,semana,Domo para cupcake,0.18,0.18,EMPAQUE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,458,DOMO PARA CUPCAKE,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-012,1.0,semana,Domo para cupcake 12 piezas,0.45,0.45,EMPAQUE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,459,DOMO PARA CUPCAKE 12 PIEZAS,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-013,1.0,semana,Easy pastel tres leches,1.71,1.71,HARINA,VAINILLA,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,460,EASY PASTEL TRES LECHES,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-014,1.0,semana,Ferrero,3.1,3.1,CHOCOLATE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,461,FERRERO,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-015,1.0,semana,Ferrero Rocher T-16,0.56,0.56,CHOCOLATE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,462,FERRERO ROCHER T-16,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-016,1.0,semana,Foundant,92.34,92.34,FONDANT,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,463,FOUNDANT,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-017,1.0,semana,Galleta Oreo,0.12,0.12,GALLETAS,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,464,GALLETA OREO,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-018,1.0,semana,Gas LP,35.41,35.41,COMBUSTIBLE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,465,GAS LP,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-019,1.0,semana,Gasolina,84.52,84.52,COMBUSTIBLE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,466,GASOLINA,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-020,1.0,semana,Harina,2.01,2.01,HARINA,TRIGO,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,467,HARINA,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-021,1.0,semana,Huevo,22.15,22.15,HUEVO,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,468,HUEVO,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-022,1.0,semana,Kisses,0.14,0.14,CHOCOLATE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,469,KISSES,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-023,1.0,semana,Manga chica,0.06,0.06,CONSUMIBLES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,470,MANGA CHICA,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-024,1.0,semana,ND,22.48,22.48,NO DEFINIDO,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,471,ND,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-025,1.0,semana,Nutella chica 350 grs,13.85,13.85,RELLENO,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,472,NUTELLA CHICA 350 GRS,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-026,1.0,semana,Puratos Tres Leches Vainilla,0.36,0.36,RELLENO,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,473,PURATOS TRES LECHES VAINILLA,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-027,1.0,semana,Puratos vainilla,6.28,6.28,RELLENO,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,474,PURATOS VAINILLA,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-028,1.0,semana,Queso philadelphia,8.88,8.88,QUESO CREMA,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,475,QUESO PHILADELPHIA,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-029,1.0,semana,Relleno durazno puratos,5.94,5.94,RELLENO,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,476,RELLENO DURAZNO PURATOS,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-030,1.0,semana,Royal Icing Deiman 50,5.3,5.3,ROYALICING,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,477,ROYAL ICING DEIMAN 50,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-031,1.0,semana,Sicao blanco,0.08,0.08,DECORACION,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,478,SICAO BLANCO,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-032,1.0,semana,Sicao blanco real,2.41,2.41,DECORACION,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,479,SICAO BLANCO REAL,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-033,1.0,semana,Tegral Satin Creme ca ,20.77,20.77,HARINA,CHOCOLATE,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,480,TEGRAL SATIN CREME CA,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-034,1.0,semana,Tegral Satin Red Velvet Puratos,5.83,5.83,HARINA,RED VELVET,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,481,TEGRAL SATIN RED VELVET PURATOS,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-035,1.0,semana,Transfer,8.89,8.89,DECORACION,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,482,TRANSFER,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-036,1.0,semana,Turin amargo,0.14,0.14,CHOCOLATE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,483,TURIN AMARGO,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-037,1.0,semana,Turin semiamargo,2.84,2.84,CHOCOLATE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,484,TURIN SEMIAMARGO,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-038,1.0,semana,aceite,11.76,11.76,ACEITE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,485,ACEITE,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-039,1.0,semana,ambiante,8.88,8.88,AMBIANTE,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,486,AMBIANTE,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-040,1.0,semana,base,1.11,1.11,BASES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,487,BASE,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-041,1.0,semana,base 25x35,1.56,1.56,BASES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,488,BASE 25X35,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-042,1.0,semana,base 26 cm,0.95,0.95,BASES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,489,BASE 26 CM,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-043,1.0,semana,base 28 cm,1.28,1.28,BASES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,490,BASE 28 CM,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-044,1.0,semana,base 28 cm doble,3.27,3.27,BASES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,491,BASE 28 CM DOBLE,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-045,1.0,semana,base 28 doble,2.31,2.31,BASES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,492,BASE 28 DOBLE,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-046,1.0,semana,base 30 cm,1.7,1.7,BASES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,493,BASE 30 CM,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-047,1.0,semana,base 33 x 33,2.49,2.49,BASES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,494,BASE 33 X 33,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-048,1.0,semana,base doble 28,3.27,3.27,BASES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,495,BASE DOBLE 28,
SINTETICO_ENTRENAMIENTO,2022-05-16,SYN-C-20220516-049,1.0,semana,bases 28 cm,0.77,0.77,BASES,,2022-05-16,True,mediana causal de 8 semanas y participacion historica por descripcion,496,BASES 28 CM,
