semana_inicio,registros_detectados,importe_registrado_MXN,articulos_con_cero,estado,evidencia,fecha_revision
2016-12-05,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-06-20,2.0,46.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-06-27,15.0,958.8,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-07-04,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-07-11,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-07-18,1.0,90.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-07-25,19.0,1050.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-08-01,4.0,450.9,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-08-08,3.0,80.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-08-15,4.0,255.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-08-22,3.0,204.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-08-29,21.0,941.8,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-09-05,5.0,257.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-09-12,7.0,387.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-09-19,15.0,802.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-09-26,20.0,954.9,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-10-03,2.0,70.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-10-10,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-10-17,12.0,587.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-10-24,7.0,374.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-10-31,4.0,726.9,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-11-07,15.0,753.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-11-14,4.0,134.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-11-21,4.0,236.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-11-28,20.0,1291.9,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-12-05,6.0,685.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-12-12,8.0,552.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-12-19,23.0,1472.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2022-12-26,23.0,1691.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-01-02,21.0,3795.4,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-01-09,7.0,373.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-01-16,25.0,1188.3899999999999,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-01-23,12.0,1008.4,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-01-30,15.0,705.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-02-06,17.0,984.22,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-02-13,15.0,619.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-02-20,4.0,163.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-02-27,21.0,1386.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-03-06,11.0,582.1800000000001,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-03-13,28.0,1743.09,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-03-20,9.0,877.02,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-03-27,28.0,1283.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-04-03,2.0,168.36,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-04-10,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-04-17,13.0,592.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-04-24,5.0,454.27,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-05-01,19.0,1320.8,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-05-08,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-05-15,2.0,55.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-05-22,22.0,1723.48,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-05-29,3.0,87.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-06-05,4.0,213.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-06-12,1.0,69.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-06-19,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-06-26,8.0,782.55,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-07-03,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-07-10,24.0,1778.03,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-07-17,14.0,691.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-07-24,14.0,740.5699999999999,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-07-31,28.0,1760.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-08-07,17.0,711.85,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-08-14,8.0,492.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-08-21,8.0,521.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-08-28,12.0,2645.0,5.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-09-04,31.0,2403.35,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-09-11,9.0,521.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-09-18,9.0,598.9,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-09-25,13.0,634.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-10-02,4.0,491.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-10-09,16.0,1001.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-10-16,23.0,2241.17,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-10-23,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-10-30,27.0,2594.4,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-11-06,5.0,544.7,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-11-13,15.0,673.5,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-11-20,8.0,1125.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-11-27,19.0,1161.19,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-12-04,38.0,2949.36,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-12-11,17.0,1367.4,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-12-18,8.0,338.75,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2023-12-25,16.0,985.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-01-01,1.0,65.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-01-08,15.0,963.6800000000001,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-01-15,1.0,115.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-01-22,8.0,561.9,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-01-29,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-02-05,16.0,1221.04,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-02-12,42.0,3056.39,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-02-19,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-02-26,5.0,330.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-03-04,6.0,513.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-03-11,6.0,244.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-03-18,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-03-25,11.0,1362.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-04-01,2.0,176.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-04-08,10.0,477.8,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-04-15,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-04-22,2.0,129.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-04-29,20.0,1472.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-05-06,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-05-13,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-05-20,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-05-27,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-06-03,10.0,531.88,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-06-10,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-06-17,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-06-24,0.0,0.0,0.0,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-07-01,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-07-08,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-07-15,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-07-22,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-07-29,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-08-05,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-08-12,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-08-19,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-08-26,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-09-02,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-09-09,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-09-16,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-09-23,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-09-30,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-10-07,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-10-14,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-10-21,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-10-28,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-11-04,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-11-11,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-11-18,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-11-25,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-12-02,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-12-09,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-12-16,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-12-23,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2024-12-30,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-01-06,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-01-13,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-01-20,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-01-27,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-02-03,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-02-10,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-02-17,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-02-24,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-03-03,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-03-10,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-03-17,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-03-24,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-03-31,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-04-07,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-04-14,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-04-21,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-04-28,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-05-05,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-05-12,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-05-19,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-05-26,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-06-02,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-06-09,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-06-16,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-06-23,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-06-30,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-07-07,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-07-14,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-07-21,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-07-28,,,,observada,Transacciones presentes en la fuente; exhaustividad no certificada.,2026-09-22
2025-08-04,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-08-11,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-08-18,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-08-25,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-09-01,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-09-08,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-09-15,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-09-22,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-09-29,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-10-06,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-10-13,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-10-20,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-10-27,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-11-03,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-11-10,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-11-17,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-11-24,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-12-01,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-12-08,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-12-15,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-12-22,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2025-12-29,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-01-05,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-01-12,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-01-19,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-01-26,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-02-02,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-02-09,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-02-16,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-02-23,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-03-02,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-03-09,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-03-16,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-03-23,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-03-30,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-04-06,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-04-13,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-04-20,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-04-27,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-05-04,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
2026-05-11,,,,incierta,Sin transacciones: falta de captura; etiqueta ausente.,2026-09-22
